course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
CHEM BC3902,SENIOR HONORS THESIS SEM,Weekly seminar to accompany Senior Honors Thesis Lab (CHEM BC3903). Focus is on scientific presentation and writing skills and research conduct.,Jean Vadakkan,,,00468,,X3902-20271-001,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3902-20271-001/,,,,4,CHEM BC3903,,20271CHEM3902X001,INDEPENDENT
CHEM BC3902,SENIOR HONORS THESIS SEM,Weekly seminar to accompany Senior Honors Thesis Lab (CHEM BC3903). Focus is on scientific presentation and writing skills and research conduct.,Christina Vizcarra,,,00469,,X3902-20271-002,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3902-20271-002/,,,,4,CHEM BC3903,,20271CHEM3902X002,INDEPENDENT
CHEM BC3904,SENIOR HONORS THESIS LAB,"Corequisites: CHEM BC3902 Guided research in Chemistry or Biochemistry, under the sponsorship of a faculty member, leading to the senior thesis. A minimum of 8 hours of research per week, to be arranged.",,,,00470,,X3904-20271-009,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3904-20271-009/,,,,0,CHEM BC3902,,20271CHEM3904X009,LABORATORY
CHEM BC3904,SENIOR HONORS THESIS LAB,"Corequisites: CHEM BC3902 Guided research in Chemistry or Biochemistry, under the sponsorship of a faculty member, leading to the senior thesis. A minimum of 8 hours of research per week, to be arranged.",Rebecca Donegan,,,00471,,X3904-20271-008,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3904-20271-008/,,,,0,CHEM BC3902,,20271CHEM3904X008,LABORATORY
CHEM BC3904,SENIOR HONORS THESIS LAB,"Corequisites: CHEM BC3902 Guided research in Chemistry or Biochemistry, under the sponsorship of a faculty member, leading to the senior thesis. A minimum of 8 hours of research per week, to be arranged.",Christina Vizcarra,,,00472,,X3904-20271-007,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3904-20271-007/,,,,0,CHEM BC3902,,20271CHEM3904X007,LABORATORY
CHEM BC3904,SENIOR HONORS THESIS LAB,"Corequisites: CHEM BC3902 Guided research in Chemistry or Biochemistry, under the sponsorship of a faculty member, leading to the senior thesis. A minimum of 8 hours of research per week, to be arranged.",Rachel Austin,,,00473,,X3904-20271-006,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3904-20271-006/,,,,0,CHEM BC3902,,20271CHEM3904X006,LABORATORY
CHEM BC3904,SENIOR HONORS THESIS LAB,"Corequisites: CHEM BC3902 Guided research in Chemistry or Biochemistry, under the sponsorship of a faculty member, leading to the senior thesis. A minimum of 8 hours of research per week, to be arranged.",Michael Campbell,,,00474,,X3904-20271-005,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3904-20271-005/,,,,0,CHEM BC3902,,20271CHEM3904X005,LABORATORY
CHEM BC3904,SENIOR HONORS THESIS LAB,"Corequisites: CHEM BC3902 Guided research in Chemistry or Biochemistry, under the sponsorship of a faculty member, leading to the senior thesis. A minimum of 8 hours of research per week, to be arranged.",Andrew C Crowther,,,00475,,X3904-20271-004,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3904-20271-004/,,,,0,CHEM BC3902,,20271CHEM3904X004,LABORATORY
CHEM BC3904,SENIOR HONORS THESIS LAB,"Corequisites: CHEM BC3902 Guided research in Chemistry or Biochemistry, under the sponsorship of a faculty member, leading to the senior thesis. A minimum of 8 hours of research per week, to be arranged.",Dina C Merrer,,,00476,,X3904-20271-003,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3904-20271-003/,,,,0,CHEM BC3902,,20271CHEM3904X003,LABORATORY
CHEM BC3904,SENIOR HONORS THESIS LAB,"Corequisites: CHEM BC3902 Guided research in Chemistry or Biochemistry, under the sponsorship of a faculty member, leading to the senior thesis. A minimum of 8 hours of research per week, to be arranged.",Marisa C Buzzeo,,,00477,,X3904-20271-002,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3904-20271-002/,,,,0,CHEM BC3902,,20271CHEM3904X002,LABORATORY
CHEM BC3904,SENIOR HONORS THESIS LAB,"Corequisites: CHEM BC3902 Guided research in Chemistry or Biochemistry, under the sponsorship of a faculty member, leading to the senior thesis. A minimum of 8 hours of research per week, to be arranged.",Christian Rojas,,,00479,,X3904-20271-001,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3904-20271-001/,,,,0,CHEM BC3902,,20271CHEM3904X001,LABORATORY
CHNS BC1002,First-Year Chinese II,"First Year Chinese II (CHNX1002) is the continuation of First Year Chinese I (CHNSX1001). It is designed for students with some prior knowledge of Mandarin Chinese and either one semester or one year of college-level learning experience in Mandarin Chinese. Upon successful completion of First Year Chinese II, students are expected to reach Novice High to Intermediate Low proficiency. At this level, you will be able to understand, interpret, speak, and write about everyday topics such as greetings, dining, and exchanging personal information. In addition to language skills, you will gain an understanding of the cultural products, practices, and perspectives of the Chinese-speaking world and be able to relate them to your own cultural experiences. As a language course, it emphasizes immersion: Chinese will be the primary language spoken and heard in the classroom.",Danwei Li,,,00691,,X1002-20271-001,,Asian and Middle East @Barnard,CHNS,https://doc.sis.columbia.edu/subj/CHNS/X1002-20271-001/,,,,5,"NX1002
SX1001",,20271CHNS1002X001,LANGUAGE
CHNS BC2002,Second Year Chinese II,"Second Year Chinese II (CHNX2002) is the continuation of Second Year Chinese I (CHNSX2001). It is designed for students who have completed a rigorous three-semester college-level Mandarin course or its equivalent. This course aims to develop proficiency in listening, speaking, reading, and writing at the Intermediate High to Advanced Low levels according to the ACTFL guidelines. Students will engage with real-world scenarios relevant to studying abroad and gain a deeper understanding of modern Chinese society and culture. Emphasis is placed on narration, description, comparison, and the development of intercultural competence through comparative cultural analysis. Course materials include dialogues and narratives to support vocabulary, grammar, communication, and cultural learning.",Danwei Li,,,00692,,X2002-20271-001,,Asian and Middle East @Barnard,CHNS,https://doc.sis.columbia.edu/subj/CHNS/X2002-20271-001/,,,,5,"NX2002
SX2001",,20271CHNS2002X001,LANGUAGE
CLIA UN3660,MAFIA MOVIES,"Examines representations of the mafia in American and Italian film and literature. Special attention to questions of ethnic identity and immigration. Comparison of the different histories and myths of the mafia in the U.S. and Italy. Readings includes novels, historical studies, and film criticism. Limit 25",Nelson Moe,,,00707,,V3660-20271-001,,Italian @Barnard,CLIA,https://doc.sis.columbia.edu/subj/CLIA/V3660-20271-001/,,,,3,,,20271CLIA3660V001,LECTURE
CLSL BC2301,Dreaming Empire: Britain & Russia in 19C,"The course falls neatly into two halves, addressing the British and Russian empires as they were in the 19th century. The purpose of the course is to become familiar with imperial thinking, the thought (pro-empire, anti-empire, and simply permeated by empire, to put it in terms familiar to a contemporary audience) implicit in various literary works of the time. For the most part, the readings assigned are primary texts. These will be heavily supplemented during course meetings: the instructor will bring in various materials that would be obscure if assigned to students outside of class, but with live explanations in-class, will enrich their understanding of the primary readings.
  
Most readings are literary texts, though students will also read and receive guidance in secondary academic literature about those works. A few philosophical and historical texts from the time under examination will also be assigned.",John C Wright,,,00769,,X2301-20271-001,Dreaming Empire: Brit&Rus,Slavic Languages @Barnard,CLSL,https://doc.sis.columbia.edu/subj/CLSL/X2301-20271-001/,,,,3,,,20271CLSL2301X001,LECTURE
COGS UN3902,Senior Project Seminar,Discussion of senior research projects during the fall and spring terms that culminate in written and oral senior theses. Each project must be supervised by a cognitive scientist working at Barnard or Columbia.,John Morrison,,,00557,,W3902-20271-001,SENIOR PROJECT SEMINAR,Cognitive Science @Barnard,COGS,https://doc.sis.columbia.edu/subj/COGS/W3902-20271-001/,,,,1,,,20271COGS3902W001,SEMINAR
COGS UN3950,"Language, Meaning, and Mind","In little more than fifty years linguistics has shifted from philological description to a cognitive-biological quest to uncover the mind’s language faculty. This seminar traces that shift through the generative tradition, which treats language as an innate “mental organ” whose universal grammar lets children build a full syntax from sparse input. We follow Minimalism’s bold reduction: a single operation called Merge, plus a finite lexicon and two interfaces, one to articulation and one to thought, yields the “digital infinity” of human expression. Framing this architecture in evolutionary terms, we confront Darwin’s problem: did language emerge gradually for communication or erupt suddenly from pre-existing cognitive parts? Evidence from birdsong, primate calls, and gesture helps separate general performance limits from the species-specific competence that remains uniquely human. Students will practice minimalist analyses and weigh competing biolinguistic accounts, using language as a window onto the design and origin of the human mind.",Nikita Bezrukov,,,00558,,W3950-20271-001,"Language, Meaning, and Mi",Cognitive Science @Barnard,COGS,https://doc.sis.columbia.edu/subj/COGS/W3950-20271-001/,,,,4,,,20271COGS3950W001,SEMINAR
COMS BC1016,Introduction to Computational Thinking a,"This course and its co-requisite lab course will introduce students to the methods and tools used in data science to obtain insights from data. Students will learn how to analyze data arising from real-world phenomena while mastering critical concepts and skills in computer programming and statistical inference. The course will involve hands-on analysis of real-world datasets, including economic data, document collections, geographical data, and social networks. The course is ideal for students looking to increase their digital literacy and expand their use and understanding of computation and data analysis across disciplines. No prior programming or college-level math background is required.",Faculty,,,00799,,X1016-20271-001,INTRO COMP THINK AND DATA SCI,Computer Science @Barnard,COMS,https://doc.sis.columbia.edu/subj/COMS/X1016-20271-001/,,,,3,,,20271COMS1016X001,LECTURE
COMS BC1016,Introduction to Computational Thinking a,"This course and its co-requisite lab course will introduce students to the methods and tools used in data science to obtain insights from data. Students will learn how to analyze data arising from real-world phenomena while mastering critical concepts and skills in computer programming and statistical inference. The course will involve hands-on analysis of real-world datasets, including economic data, document collections, geographical data, and social networks. The course is ideal for students looking to increase their digital literacy and expand their use and understanding of computation and data analysis across disciplines. No prior programming or college-level math background is required.",Tiffany Tseng,,,00800,,X1016-20271-002,INTRO COMP THINK AND DATA SCI,Computer Science @Barnard,COMS,https://doc.sis.columbia.edu/subj/COMS/X1016-20271-002/,,,,3,,,20271COMS1016X002,LECTURE
COMS BC3160,COMPUTER GRAPHICS,"This undergraduate course introduces students to algorithms, data structures and mathematical principles used in computer graphics. Students will gain experience with OpenGL and graphics processing unit (GPU) programming and develop an understanding of the graphics pipeline. The topics covered include shading and illumination, sampling and reconstruction, ray tracing, graphics hardware, geometric and viewing transformations, rendering, modeling curves and surfaces and image-based methods. Near the end of the course, students will be introduced to topics in animation, global illumination and reflectance and modern concepts like neural rendering. Pre-Requisites: COMS W3157 Advanced Programming, Linear Algebra (COMS W3251, APMA E3101, APMA E2101, MATH UN2010, or MATH UN2015), and Calculus I or higher.
  
Please note: 
  
Due to significant overlap in content, only one of COMS BC3160 or COMS W4160 may be taken for credit.",Niall Williams,,,00802,,X3160-20271-001,,Computer Science @Barnard,COMS,https://doc.sis.columbia.edu/subj/COMS/X3160-20271-001/,,,,3,"APMA E2101
APMA E3101
COMS BC3160
COMS W3157
COMS W3251
COMS W4160
MATH UN2010
MATH UN2015",,20271COMS3160X001,LECTURE
COMS BC3262,INTRODUCTION TO CRYPTOGRAPHY,"This course is an introduction to modern cryptography, focusing on the complexity-theoretic foundations of secure computation and communication in adversarial environments, precise definitions, and provably secure protocols. Topics include private and public key encryption schemes, digital signatures, authentication, pseudorandom generators and functions, one-way functions, trapdoor functions, number theory and computational hardness, identification and zero knowledge protocols.",Eysa Lee,,,00803,,X3262-20271-001,INTRODUCTION TO CRYPTOGRA,Computer Science @Barnard,COMS,https://doc.sis.columbia.edu/subj/COMS/X3262-20271-001/,,,,3,,,20271COMS3262X001,LECTURE
COMS BC3411,HUMAN-CENTERED SOCIAL NETWORK ANALYSIS,"Social media platforms enable millions of people to contribute their own information to web-enabled systems. This course prepares students to grapple with and analyze this information as they explore questions at the intersection of computational systems and social behavior. Student projects focus on studying real-world challenges and opportunities in current social media platforms by analyzing the vast amounts of data people leave behind, applying both computational and qualitative techniques. Readings and discussions guide students in reasoning about the ethics of working with this kind of data and approaching it from a human-centered perspective. Students must be comfortable with programming in python.",Ahmer Arif,,,00896,,X3411-20271-001,HUMAN-CNTRD SOC NTWK ANAL,Computer Science @Barnard,COMS,https://doc.sis.columbia.edu/subj/COMS/X3411-20271-001/,,,,4,,,20271COMS3411X001,SEMINAR
